target_table,target_column,target_full_name,source_table,source_column,source_full_name,final_score,similarity_method,decision,name_similarity,regex_score,entropy_score,cardinality_score,null_ratio_score,mapping_type,mapping_confidence,transformation_sql,rank
address,country_cd,address.country_cd,customer_address,is_primary,customer_address.is_primary,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
address,country_cd,address.country_cd,customer_address,state,customer_address.state,0.5625,llm,REJECT,0.5000,1.0000,0.0000,0.2500,1.0000,,,,3
address,country_cd,address.country_cd,customer_address,city,customer_address.city,0.4850,llm,REJECT,0.3000,1.0000,0.0000,0.2000,1.0000,,,,4
address,country_cd,address.country_cd,customer_address,address_type_cd,customer_address.address_type_cd,0.4700,llm,REJECT,0.2000,1.0000,0.0000,0.3333,1.0000,,,,5
subscription,msisdn,subscription.msisdn,service_subscription,msisdn,service_subscription.msisdn,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
subscription,msisdn,subscription.msisdn,customer_master,email_address,customer_master.email_address,0.5750,llm,REJECT,0.5000,0.0000,1.0000,1.0000,1.0000,,,,2
subscription,msisdn,subscription.msisdn,service_subscription,customer_id,service_subscription.customer_id,0.5042,llm,REJECT,0.5000,0.0000,0.8614,0.8000,0.8000,,,,3
subscription,msisdn,subscription.msisdn,customer_contact,customer_id,customer_contact.customer_id,0.4382,llm,REJECT,0.3000,0.0000,0.8883,0.8000,0.8000,,,,4
subscription,msisdn,subscription.msisdn,customer_master,customer_id,customer_master.customer_id,0.4342,llm,REJECT,0.3000,0.0000,0.8614,0.8000,0.8000,,,,5
subscription,imsi,subscription.imsi,service_subscription,imsi,service_subscription.imsi,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
subscription,imsi,subscription.imsi,service_subscription,msisdn,service_subscription.msisdn,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
subscription,imsi,subscription.imsi,service_subscription,subscription_id,service_subscription.subscription_id,0.5042,llm,REJECT,0.5000,0.0000,0.8614,0.8000,0.8000,,,,3
subscription,imsi,subscription.imsi,billing_account,customer_id,billing_account.customer_id,0.5042,llm,REJECT,0.5000,0.0000,0.8614,0.8000,0.8000,,,,4
subscription,imsi,subscription.imsi,customer_contact,customer_id,customer_contact.customer_id,0.4032,llm,REJECT,0.2000,0.0000,0.8883,0.8000,0.8000,,,,5
subscription,sim_serial,subscription.sim_serial,service_subscription,sim_serial,service_subscription.sim_serial,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
subscription,sim_serial,subscription.sim_serial,customer_address,customer_id,customer_address.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
subscription,sim_serial,subscription.sim_serial,identity_documents,customer_id,identity_documents.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,3
subscription,sim_serial,subscription.sim_serial,service_subscription,customer_id,service_subscription.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,4
subscription,sim_serial,subscription.sim_serial,service_subscription,subscription_id,service_subscription.subscription_id,0.7550,llm,HUMAN_REVIEW,0.3000,1.0000,1.0000,1.0000,1.0000,,,,5
subscription,plan_cd,subscription.plan_cd,service_subscription,plan_id,service_subscription.plan_id,0.9500,fuzzy,AUTO_ACCEPT,0.8571,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
subscription,plan_cd,subscription.plan_cd,billing_account,billing_account_id,billing_account.billing_account_id,0.5777,llm,REJECT,0.3000,1.0000,0.4182,0.4000,1.0000,,,,2
subscription,plan_cd,subscription.plan_cd,customer_master,customer_id,customer_master.customer_id,0.5427,llm,REJECT,0.2000,1.0000,0.4182,0.4000,1.0000,,,,3
subscription,plan_cd,subscription.plan_cd,customer_master,status_cd,customer_master.status_cd,0.5365,llm,REJECT,0.5000,0.0000,0.7435,1.0000,1.0000,,,,4
subscription,plan_cd,subscription.plan_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.5365,llm,REJECT,0.5000,0.0000,0.7435,1.0000,1.0000,,,,5
subscription,service_status_cd,subscription.service_status_cd,service_subscription,service_status_cd,service_subscription.service_status_cd,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN service_subscription.service_status_cd IN ('ACTIVE', 'SUSPENDED') THEN service_subscription.service_status_cd WHEN customer_master.status_cd IN ('ACTIVE', 'SUSPENDED') THEN customer_master.status_cd WHEN billing_account.account_status_cd = 'OPEN' THEN 'ACTIVE' ELSE 'SUSPENDED' END",1
subscription,service_status_cd,subscription.service_status_cd,customer_master,status_cd,customer_master.status_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN service_subscription.service_status_cd IN ('ACTIVE', 'SUSPENDED') THEN service_subscription.service_status_cd WHEN customer_master.status_cd IN ('ACTIVE', 'SUSPENDED') THEN customer_master.status_cd WHEN billing_account.account_status_cd = 'OPEN' THEN 'ACTIVE' ELSE 'SUSPENDED' END",2
subscription,service_status_cd,subscription.service_status_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN service_subscription.service_status_cd IN ('ACTIVE', 'SUSPENDED') THEN service_subscription.service_status_cd WHEN customer_master.status_cd IN ('ACTIVE', 'SUSPENDED') THEN customer_master.status_cd WHEN billing_account.account_status_cd = 'OPEN' THEN 'ACTIVE' ELSE 'SUSPENDED' END",3
subscription,service_status_cd,subscription.service_status_cd,customer_contact,is_primary,customer_contact.is_primary,0.7051,llm,REJECT,0.2000,1.0000,0.9004,1.0000,1.0000,,,,4
subscription,service_status_cd,subscription.service_status_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.6065,llm,REJECT,0.2000,1.0000,0.5768,0.6667,1.0000,,,,5
party_account_rel,rel_id,party_account_rel.rel_id,customer_master,customer_id,customer_master.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
party_account_rel,rel_id,party_account_rel.rel_id,service_subscription,customer_id,service_subscription.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
party_account_rel,rel_id,party_account_rel.rel_id,billing_account,customer_id,billing_account.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,3
party_account_rel,rel_id,party_account_rel.rel_id,customer_contact,customer_id,customer_contact.customer_id,0.8205,llm,HUMAN_REVIEW,0.5000,1.0000,0.9697,1.0000,1.0000,,,,4
party_account_rel,rel_id,party_account_rel.rel_id,customer_address,customer_id,customer_address.customer_id,0.7550,llm,HUMAN_REVIEW,0.3000,1.0000,1.0000,1.0000,1.0000,,,,5
subscription,activation_dt,subscription.activation_dt,service_subscription,activation_dt,service_subscription.activation_dt,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
subscription,activation_dt,subscription.activation_dt,billing_account,open_dt,billing_account.open_dt,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,,,,2
subscription,activation_dt,subscription.activation_dt,service_subscription,subscription_id,service_subscription.subscription_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,3
subscription,activation_dt,subscription.activation_dt,service_subscription,customer_id,service_subscription.customer_id,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,4
subscription,activation_dt,subscription.activation_dt,customer_master,created_ts,customer_master.created_ts,0.3050,llm,REJECT,0.5000,0.0000,0.0000,0.2000,1.0000,,,,5
subscription,termination_dt,subscription.termination_dt,service_subscription,termination_dt,service_subscription.termination_dt,0.8750,fuzzy,HUMAN_REVIEW,1.0000,0.5000,1.0000,1.0000,1.0000,direct,0.95,,1
subscription,termination_dt,subscription.termination_dt,customer_master,created_ts,customer_master.created_ts,0.3800,llm,REJECT,0.3000,0.5000,1.0000,0.0000,0.0000,,,,2
subscription,termination_dt,subscription.termination_dt,billing_account,customer_id,billing_account.customer_id,0.3000,llm,REJECT,0.5000,0.5000,0.0000,0.0000,0.0000,,,,3
subscription,termination_dt,subscription.termination_dt,customer_master,customer_id,customer_master.customer_id,0.1950,llm,REJECT,0.2000,0.5000,0.0000,0.0000,0.0000,,,,4
subscription,termination_dt,subscription.termination_dt,customer_master,status_cd,customer_master.status_cd,0.1950,llm,REJECT,0.2000,0.5000,0.0000,0.0000,0.0000,,,,5
party_account_rel,party_id,party_account_rel.party_id,customer_master,customer_id,customer_master.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
party_account_rel,party_id,party_account_rel.party_id,customer_address,customer_id,customer_address.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,2
party_account_rel,party_id,party_account_rel.party_id,identity_documents,customer_id,identity_documents.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,3
party_account_rel,party_id,party_account_rel.party_id,service_subscription,customer_id,service_subscription.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,4
party_account_rel,party_id,party_account_rel.party_id,billing_account,customer_id,billing_account.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,5
account,billing_cycle_cd,account.billing_cycle_cd,billing_account,billing_cycle_cd,billing_account.billing_cycle_cd,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
account,billing_cycle_cd,account.billing_cycle_cd,customer_master,customer_type_cd,customer_master.customer_type_cd,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,2
account,billing_cycle_cd,account.billing_cycle_cd,billing_account,payment_method_cd,billing_account.payment_method_cd,0.5750,llm,REJECT,0.5000,1.0000,0.0000,0.3333,1.0000,,,,3
account,billing_cycle_cd,account.billing_cycle_cd,customer_master,status_cd,customer_master.status_cd,0.5300,llm,REJECT,0.3000,1.0000,0.0000,0.5000,1.0000,,,,4
account,billing_cycle_cd,account.billing_cycle_cd,service_subscription,service_status_cd,service_subscription.service_status_cd,0.5300,llm,REJECT,0.3000,1.0000,0.0000,0.5000,1.0000,,,,5
account,account_id,account.account_id,identity_documents,customer_id,identity_documents.customer_id,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,,,,1
account,account_id,account.account_id,customer_master,customer_id,customer_master.customer_id,0.8600,llm,HUMAN_REVIEW,0.6000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,2
account,account_id,account.account_id,customer_address,customer_id,customer_address.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,3
account,account_id,account.account_id,service_subscription,customer_id,service_subscription.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,4
account,account_id,account.account_id,billing_account,customer_id,billing_account.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,5
party_account_rel,role_cd,party_account_rel.role_cd,customer_master,customer_type_cd,customer_master.customer_type_cd,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,1
party_account_rel,role_cd,party_account_rel.role_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.6100,llm,REJECT,0.6000,1.0000,0.0000,0.3333,1.0000,derived,0.85,CASE WHEN service_subscription.service_status_cd = 'ACTIVE' THEN 'ACTIVE' WHEN service_subscription.service_status_cd = 'SUSPENDED' THEN 'SUSPENDED' ELSE 'UNKNOWN' END || '-' || customer_contact.contact_type_cd,2
party_account_rel,role_cd,party_account_rel.role_cd,service_subscription,service_status_cd,service_subscription.service_status_cd,0.6000,llm,REJECT,0.5000,1.0000,0.0000,0.5000,1.0000,derived,0.85,CASE WHEN service_subscription.service_status_cd = 'ACTIVE' THEN 'ACTIVE' WHEN service_subscription.service_status_cd = 'SUSPENDED' THEN 'SUSPENDED' ELSE 'UNKNOWN' END || '-' || customer_contact.contact_type_cd,3
party_account_rel,role_cd,party_account_rel.role_cd,customer_master,status_cd,customer_master.status_cd,0.5300,llm,REJECT,0.3000,1.0000,0.0000,0.5000,1.0000,,,,4
party_account_rel,role_cd,party_account_rel.role_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.5300,llm,REJECT,0.3000,1.0000,0.0000,0.5000,1.0000,,,,5
party_account_rel,account_id,party_account_rel.account_id,service_subscription,customer_id,service_subscription.customer_id,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
party_account_rel,account_id,party_account_rel.account_id,billing_account,customer_id,billing_account.customer_id,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,,,,2
party_account_rel,account_id,party_account_rel.account_id,customer_master,customer_id,customer_master.customer_id,0.8600,llm,HUMAN_REVIEW,0.6000,1.0000,1.0000,1.0000,1.0000,,,,3
party_account_rel,account_id,party_account_rel.account_id,identity_documents,customer_id,identity_documents.customer_id,0.8600,llm,HUMAN_REVIEW,0.6000,1.0000,1.0000,1.0000,1.0000,,,,4
party_account_rel,account_id,party_account_rel.account_id,customer_address,customer_id,customer_address.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,5
account,payment_method_cd,account.payment_method_cd,billing_account,payment_method_cd,billing_account.payment_method_cd,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN billing_account.payment_method_cd IS NOT NULL THEN billing_account.payment_method_cd ELSE payment_method_lookup.payment_method_cd END,1
account,payment_method_cd,account.payment_method_cd,payment_method_lookup,payment_method_cd,payment_method_lookup.payment_method_cd,0.9940,fuzzy,AUTO_ACCEPT,1.0000,1.0000,0.9602,1.0000,1.0000,derived,0.85,CASE WHEN billing_account.payment_method_cd IS NOT NULL THEN billing_account.payment_method_cd ELSE payment_method_lookup.payment_method_cd END,2
account,payment_method_cd,account.payment_method_cd,customer_master,status_cd,customer_master.status_cd,0.5912,llm,REJECT,0.2000,1.0000,0.4743,0.6667,1.0000,,,,3
account,payment_method_cd,account.payment_method_cd,customer_master,customer_type_cd,customer_master.customer_type_cd,0.5750,llm,REJECT,0.5000,1.0000,0.0000,0.3333,1.0000,,,,4
account,payment_method_cd,account.payment_method_cd,billing_account,billing_cycle_cd,billing_account.billing_cycle_cd,0.4700,llm,REJECT,0.2000,1.0000,0.0000,0.3333,1.0000,,,,5
account,account_status_cd,account.account_status_cd,billing_account,account_status_cd,billing_account.account_status_cd,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN billing_account.account_status_cd = 'OPEN' THEN 'OPEN' WHEN service_subscription.service_status_cd = 'ACTIVE' THEN 'OPEN' ELSE 'SUSPENDED' END,1
account,account_status_cd,account.account_status_cd,customer_master,status_cd,customer_master.status_cd,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,,,,2
account,account_status_cd,account.account_status_cd,service_subscription,service_status_cd,service_subscription.service_status_cd,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN billing_account.account_status_cd = 'OPEN' THEN 'OPEN' WHEN service_subscription.service_status_cd = 'ACTIVE' THEN 'OPEN' ELSE 'SUSPENDED' END,3
account,account_status_cd,account.account_status_cd,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.7983,llm,HUMAN_REVIEW,0.8000,1.0000,0.4555,0.6667,1.0000,,,,4
account,account_status_cd,account.account_status_cd,customer_status_lookup,status_desc,customer_status_lookup.status_desc,0.7633,llm,HUMAN_REVIEW,0.7000,1.0000,0.4555,0.6667,1.0000,,,,5
account,credit_limit,account.credit_limit,invoice_header,total_amount,invoice_header.total_amount,0.6992,llm,REJECT,0.3000,1.0000,0.8277,0.8000,1.0000,,,,1
account,credit_limit,account.credit_limit,credit_class_lookup,credit_limit,credit_class_lookup.credit_limit,0.5750,fuzzy,REJECT,1.0000,0.5000,0.0000,0.0000,1.0000,derived,0.95,"CAST(credit_class_lookup.credit_limit AS DECIMAL(10, 2))",2
account,credit_limit,account.credit_limit,service_subscription,plan_id,service_subscription.plan_id,0.4258,llm,REJECT,0.5000,0.0000,0.5052,0.5000,1.0000,,,,3
account,credit_limit,account.credit_limit,billing_account,payment_method_cd,billing_account.payment_method_cd,0.4013,llm,REJECT,0.2000,0.0000,0.7919,0.7500,1.0000,,,,4
account,credit_limit,account.credit_limit,billing_account,credit_class_cd,billing_account.credit_class_cd,0.4013,llm,REJECT,0.2000,0.0000,0.7919,0.7500,1.0000,,,,5
account,credit_risk_cd,account.credit_risk_cd,billing_account,credit_class_cd,billing_account.credit_class_cd,0.8263,llm,HUMAN_REVIEW,0.7000,1.0000,0.7919,0.7500,1.0000,conditional,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN 'LOW' WHEN billing_account.credit_class_cd = 'MEDIUM' THEN 'MEDIUM' WHEN billing_account.credit_class_cd = 'HIGH' THEN 'HIGH' ELSE 'UNKNOWN' END,1
account,credit_risk_cd,account.credit_risk_cd,identity_documents,verification_flag,identity_documents.verification_flag,0.6758,llm,REJECT,0.5000,1.0000,0.5052,0.5000,1.0000,conditional,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN 'LOW' WHEN billing_account.credit_class_cd = 'MEDIUM' THEN 'MEDIUM' WHEN billing_account.credit_class_cd = 'HIGH' THEN 'HIGH' ELSE 'UNKNOWN' END,2
account,credit_risk_cd,account.credit_risk_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.6563,llm,REJECT,0.5000,1.0000,0.3756,0.5000,1.0000,conditional,0.85,CASE WHEN billing_account.credit_class_cd = 'LOW' THEN 'LOW' WHEN billing_account.credit_class_cd = 'MEDIUM' THEN 'MEDIUM' WHEN billing_account.credit_class_cd = 'HIGH' THEN 'HIGH' ELSE 'UNKNOWN' END,3
account,credit_risk_cd,account.credit_risk_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.6302,llm,REJECT,0.2000,1.0000,0.6512,0.7500,1.0000,,,,4
account,credit_risk_cd,account.credit_risk_cd,customer_master,status_cd,customer_master.status_cd,0.5863,llm,REJECT,0.3000,1.0000,0.3756,0.5000,1.0000,,,,5
account,open_dt,account.open_dt,billing_account,open_dt,billing_account.open_dt,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"COALESCE(billing_account.open_dt, service_subscription.activation_dt)",1
account,open_dt,account.open_dt,service_subscription,activation_dt,service_subscription.activation_dt,0.8950,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"COALESCE(billing_account.open_dt, service_subscription.activation_dt)",2
account,open_dt,account.open_dt,customer_master,date_of_birth,customer_master.date_of_birth,0.6492,llm,REJECT,0.2000,1.0000,0.8614,0.8000,0.8000,,,,3
account,open_dt,account.open_dt,invoice_header,invoice_dt,invoice_header.invoice_dt,0.5550,llm,REJECT,0.5000,1.0000,0.0000,0.2000,1.0000,,,,4
account,open_dt,account.open_dt,invoice_header,due_dt,invoice_header.due_dt,0.5550,llm,REJECT,0.5000,1.0000,0.0000,0.2000,1.0000,,,,5
kyc_verification,party_id,kyc_verification.party_id,customer_master,customer_id,customer_master.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
kyc_verification,party_id,kyc_verification.party_id,identity_documents,customer_id,identity_documents.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,2
kyc_verification,party_id,kyc_verification.party_id,service_subscription,customer_id,service_subscription.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,3
kyc_verification,party_id,kyc_verification.party_id,billing_account,customer_id,billing_account.customer_id,0.9650,llm,AUTO_ACCEPT,0.9000,1.0000,1.0000,1.0000,1.0000,,,,4
kyc_verification,party_id,kyc_verification.party_id,customer_contact,customer_id,customer_contact.customer_id,0.9605,llm,AUTO_ACCEPT,0.9000,1.0000,0.9697,1.0000,1.0000,,,,5
account,close_dt,account.close_dt,billing_account,close_dt,billing_account.close_dt,0.8750,fuzzy,HUMAN_REVIEW,1.0000,0.5000,1.0000,1.0000,1.0000,derived,0.85,"COALESCE(billing_account.close_dt, service_subscription.termination_dt)",1
account,close_dt,account.close_dt,service_subscription,termination_dt,service_subscription.termination_dt,0.7700,llm,HUMAN_REVIEW,0.7000,0.5000,1.0000,1.0000,1.0000,derived,0.85,"COALESCE(billing_account.close_dt, service_subscription.termination_dt)",2
account,close_dt,account.close_dt,customer_master,updated_ts,customer_master.updated_ts,0.7000,llm,REJECT,0.5000,0.5000,1.0000,1.0000,1.0000,,,,3
account,close_dt,account.close_dt,customer_master,created_ts,customer_master.created_ts,0.5200,llm,REJECT,0.7000,0.5000,1.0000,0.0000,0.0000,,,,4
account,close_dt,account.close_dt,invoice_header,due_dt,invoice_header.due_dt,0.5200,llm,REJECT,0.7000,0.5000,1.0000,0.0000,0.0000,,,,5
kyc_verification,kyc_id,kyc_verification.kyc_id,billing_account,customer_id,billing_account.customer_id,0.8600,llm,HUMAN_REVIEW,0.6000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
kyc_verification,kyc_id,kyc_verification.kyc_id,identity_documents,customer_id,identity_documents.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
kyc_verification,kyc_id,kyc_verification.kyc_id,service_subscription,customer_id,service_subscription.customer_id,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,3
kyc_verification,kyc_id,kyc_verification.kyc_id,customer_contact,customer_id,customer_contact.customer_id,0.8205,llm,HUMAN_REVIEW,0.5000,1.0000,0.9697,1.0000,1.0000,,,,4
kyc_verification,kyc_id,kyc_verification.kyc_id,customer_master,customer_id,customer_master.customer_id,0.7900,llm,HUMAN_REVIEW,0.4000,1.0000,1.0000,1.0000,1.0000,,,,5
kyc_verification,doc_type_cd,kyc_verification.doc_type_cd,identity_documents,doc_type_cd,identity_documents.doc_type_cd,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.85,"CASE WHEN identity_documents.doc_type_cd IN ('SSN', 'PASSPORT', 'DL') THEN identity_documents.doc_type_cd ELSE NULL END",1
kyc_verification,doc_type_cd,kyc_verification.doc_type_cd,customer_address,address_type_cd,customer_address.address_type_cd,0.8250,llm,HUMAN_REVIEW,0.5000,1.0000,1.0000,1.0000,1.0000,,,,2
kyc_verification,doc_type_cd,kyc_verification.doc_type_cd,customer_contact,contact_type_cd,customer_contact.contact_type_cd,0.7419,llm,REJECT,0.3000,1.0000,0.9129,1.0000,1.0000,,,,3
kyc_verification,doc_type_cd,kyc_verification.doc_type_cd,customer_master,gender_code,customer_master.gender_code,0.6094,llm,REJECT,0.2000,1.0000,0.7294,0.6667,0.8000,,,,4
kyc_verification,doc_type_cd,kyc_verification.doc_type_cd,customer_master,status_cd,customer_master.status_cd,0.5990,llm,REJECT,0.2000,1.0000,0.5265,0.6667,1.0000,,,,5
kyc_verification,doc_number,kyc_verification.doc_number,identity_documents,doc_number,identity_documents.doc_number,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN identity_documents.doc_number IS NOT NULL THEN identity_documents.doc_number ELSE identity_documents.doc_id END,1
kyc_verification,doc_number,kyc_verification.doc_number,identity_documents,doc_id,identity_documents.doc_id,0.9300,llm,AUTO_ACCEPT,0.8000,1.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN identity_documents.doc_number IS NOT NULL THEN identity_documents.doc_number ELSE identity_documents.doc_id END,2
kyc_verification,doc_number,kyc_verification.doc_number,customer_master,customer_id,customer_master.customer_id,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,3
kyc_verification,doc_number,kyc_verification.doc_number,customer_address,customer_id,customer_address.customer_id,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,4
kyc_verification,doc_number,kyc_verification.doc_number,service_subscription,customer_id,service_subscription.customer_id,0.7200,llm,REJECT,0.2000,1.0000,1.0000,1.0000,1.0000,,,,5
kyc_verification,verification_status_cd,kyc_verification.verification_status_cd,customer_status_lookup,status_cd,customer_status_lookup.status_cd,0.8747,llm,HUMAN_REVIEW,0.7000,1.0000,0.8650,1.0000,1.0000,derived,0.85,CASE WHEN identity_documents.verification_flag = 'Y' THEN 'verified' WHEN identity_documents.verification_flag = 'N' THEN 'rejected' ELSE 'pending' END,1
kyc_verification,verification_status_cd,kyc_verification.verification_status_cd,customer_master,status_cd,customer_master.status_cd,0.7740,llm,HUMAN_REVIEW,0.7000,1.0000,0.5265,0.6667,1.0000,,,,2
kyc_verification,verification_status_cd,kyc_verification.verification_status_cd,identity_documents,verification_flag,identity_documents.verification_flag,0.7312,llm,REJECT,0.5000,1.0000,0.7082,0.6667,1.0000,derived,0.85,CASE WHEN identity_documents.verification_flag = 'Y' THEN 'verified' WHEN identity_documents.verification_flag = 'N' THEN 'rejected' ELSE 'pending' END,3
kyc_verification,verification_status_cd,kyc_verification.verification_status_cd,service_subscription,service_status_cd,service_subscription.service_status_cd,0.7040,llm,REJECT,0.5000,1.0000,0.5265,0.6667,1.0000,,,,4
kyc_verification,verification_status_cd,kyc_verification.verification_status_cd,billing_account,account_status_cd,billing_account.account_status_cd,0.7040,llm,REJECT,0.5000,1.0000,0.5265,0.6667,1.0000,,,,5
kyc_verification,verified_ts,kyc_verification.verified_ts,identity_documents,verified_ts,identity_documents.verified_ts,1.0000,fuzzy,AUTO_ACCEPT,1.0000,1.0000,1.0000,1.0000,1.0000,direct,0.95,,1
kyc_verification,verified_ts,kyc_verification.verified_ts,customer_master,created_ts,customer_master.created_ts,0.8550,llm,HUMAN_REVIEW,0.7000,1.0000,1.0000,1.0000,0.6000,,,,2
kyc_verification,verified_ts,kyc_verification.verified_ts,customer_master,updated_ts,customer_master.updated_ts,0.4900,llm,REJECT,0.5000,0.5000,1.0000,0.0000,0.4000,,,,3
kyc_verification,verified_ts,kyc_verification.verified_ts,customer_master,customer_id,customer_master.customer_id,0.2650,llm,REJECT,0.5000,0.0000,0.0000,0.2000,0.6000,,,,4
kyc_verification,verified_ts,kyc_verification.verified_ts,customer_master,status_cd,customer_master.status_cd,0.2050,llm,REJECT,0.2000,0.0000,0.0000,0.5000,0.6000,,,,5
gender_dim,gender_cd,gender_dim.gender_cd,gender_lookup,gender_code,gender_lookup.gender_code,0.7150,fuzzy,REJECT,0.9000,0.0000,1.0000,1.0000,1.0000,derived,0.85,CASE WHEN gender_lookup.gender_code IS NOT NULL THEN gender_lookup.gender_code ELSE customer_master.gender_code END,1
